im_id	canonical_primitive	family_status	source_ids	source_mapping_status	source_concepts	constraint_shells_exact_if_mapped	nearest_existing	why_distinct	primitive_graph_signature_v1	semantic_tags	state_types	time_structure	information_structure	intervention_role	guarantee_type	ontology_annotation_status	source_evidence_raw	historical_shell_note	source_mapping_confidence	source_domain_span
IM-096	IF POINTWISE OPERATIONS FAIL, DEFINE OBJECT THROUGH HOW SMOOTH TESTS RESPOND	pre_saturation_registry	M-248; M-249; M-250	rehydrated_from_donor_generation_evidence_v6	M-248:Weak solution | M-249:Distribution | M-250:Weak derivative	M-248:Integral formulation | M-249:Generalized function | M-250:Sobolev structure			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Weak solution / distribution / weak derivative	when pointwise object/derivative fails, define it by integrated action on smooth test functions	HIGH	M
IM-097	MORE INPUT/CAPACITY/FEWER CONSTRAINTS CAN MAKE GLOBAL OUTCOME WORSE	pre_saturation_registry	E-108; E-127; E-206	rehydrated_from_donor_generation_evidence_v6	E-108:Second-best theorem | E-127:Braess paradox | E-206:Jevons paradox	E-108:Multiple interacting wedges | E-127:Noncooperative routing | E-206:Elastic demand/general equilibrium			structural_relation	optimization_constraints	feasible-set;resource/flow	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Second-best + Braess + Jevons counterexamples	more capacity or removal of one constraint can worsen equilibrium/global outcome when responses/interacting distortions are endogenous	MEDIUM_HIGH	E
IM-098	GOOD PASSIVE PREDICTOR NEED NOT BE GOOD INTERVENTION TARGET	pre_saturation_registry	S-657	rehydrated_from_donor_generation_evidence_v6	S-657:Surrogate paradox	S-657:Invalid surrogacy structure			structural_relation	estimation_learning;control_decision	generic	static/unspecified	unspecified	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Surrogate paradox	a variable can strongly predict outcome yet manipulating it need not improve the true endpoint	HIGH	S
IM-099	NUMBER OF INDEPENDENT TARGETS CANNOT EXCEED EFFECTIVE INDEPENDENT CONTROL DIRECTIONS	pre_saturation_registry	E-109	rehydrated_from_donor_generation_evidence_v6	E-109:Tinbergen rule	E-109:Local controllability/rank			control	control_decision	action/policy	static/unspecified	unspecified	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Tinbergen rule	independent targets require sufficient independent control directions/instruments; effective control rank is the limiting dimension	HIGH	E
IM-100	UNUSED CAPACITY CAN HAVE VALUE PRECISELY BECAUSE UNUSED NOW	pre_saturation_registry	E-462; E-463; E-464; E-679; E-707	rehydrated_from_donor_generation_evidence_v6	E-462:Yield management | E-463:Booking-limit policy | E-464:Protection level | E-679:Unused credit as liquidity insurance | E-707:Financial slack	E-462:Capacity reservation | E-463:Sequential demand | E-464:Demand uncertainty | E-679:Credible contingent credit | E-707:Future funding option			structural_relation	general_mechanism	resource/flow	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Protection-level / unused-credit / financial-slack option family	unused capacity preserves contingent ability to serve a future high-value/adverse state; value comes from not spending it now	HIGH	E
IM-101	SAME OBJECT CAN AUTOMATICALLY CHANGE ROLE WHEN STATE CROSSES TRIGGER	pre_saturation_registry	E-718; E-775	rehydrated_from_donor_generation_evidence_v7	E-718:Contingent-convertible mechanism | E-775:State-contingent control transfer	E-718:Contractual trigger | E-775:Verifiable performance			structural_relation	dynamics_memory	dynamic-state/path	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Contingent-convertible + state-contingent control transfer	same claim/right changes role automatically when an observable state trigger is crossed	HIGH	E
IM-102	SERIES VS PARALLEL COMPOSITION CHANGES WHICH ERROR TYPE SYSTEM SACRIFICES	pre_saturation_registry	S-718; S-719	rehydrated_from_donor_generation_evidence_v7	S-718:Tests in series | S-719:Tests in parallel	S-718:Sequential AND rule | S-719:OR rule			structural_relation	robustness_error	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Tests in series vs tests in parallel	AND/series raises specificity at sensitivity cost; OR/parallel raises sensitivity at specificity cost	HIGH	S
IM-103	AVAILABILITY/READINESS ≠ CURRENT UTILIZATION	pre_saturation_registry	E-250; E-646; E-679	rehydrated_from_donor_generation_evidence_v7	E-250:Labor hoarding | E-646:Capacity market | E-679:Unused credit as liquidity insurance	E-250:Rehiring/training costs | E-646:Resource adequacy | E-679:Credible contingent credit			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Labor hoarding + capacity market + unused credit	resource can be available/ready while currently underutilized; readiness is a state variable distinct from current flow	HIGH	E
IM-104	WHAT YOU CAN DISTINGUISH DETERMINED BY CLASS OF QUESTIONS/TESTS	pre_saturation_registry	M-069; M-249; M-463; M-466	rehydrated_from_donor_generation_evidence_v7	M-069:Observability | M-249:Distribution | M-463:Weak convergence | M-466:Characteristic function	M-069:Measurement mapping + dynamics | M-249:Generalized function | M-463:Distributional limit | M-466:Probability law			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Observability + generalized/test-function representations	distinguishability is relative to the measurement/test class; changing the admissible questions changes equivalence classes	MEDIUM_HIGH	M
IM-105	PASSING RESTRICTED CHECKS ≠ OBJECT CORRECT; VALIDATION HAS BLIND SUBSPACE	pre_saturation_registry	M-007; M-893	rehydrated_from_donor_generation_evidence_v7	M-007:Nullspace | M-893:Vanishing moment	M-007:Depends on the operator defining visibility | M-893:Moment cancellation			structural_relation	certificate_validation	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Nullspace + vanishing-moment checks	restricted tests have a null/blind subspace; passing them cannot certify components they annihilate	HIGH	M
IM-106	WEAKLY VALID OBJECT MAY NOT BE UNIQUE; ADDITIONAL ADMISSIBILITY/COMPARISON RULE MAY DEFINE RIGHT SOLUTION	pre_saturation_registry	M-247; M-248	rehydrated_from_donor_generation_evidence_v7	M-247:Entropy solution | M-248:Weak solution	M-247:Hyperbolic PDE | M-248:Integral formulation			structural_relation	certificate_validation	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Entropy solution selects among multiple weak solutions	weak validity may admit many objects; extra admissibility/entropy/comparison condition selects the physical/right one	HIGH	M
IM-107	WHEN DATA DO NOT POINT-IDENTIFY, CORRECT ANSWER MAY BE LARGE/DISCONNECTED/UNBOUNDED SET	pre_saturation_registry	S-131; S-136; S-447	rehydrated_from_donor_generation_evidence_v7	S-131:Partial identification | S-136:Moment inequalities | S-447:Identification-robust confidence set	S-131:Weak assumptions | S-136:Partial identification | S-447:Weak/nonidentification			identify→bound	identification_causal;certificate_validation;network_transport	feasible-set	static/unspecified	unspecified	mechanism/structural	bound	automatic first-pass from canonical family text; manual audit before hard exclusion	Partial identification + identification-robust confidence sets	when point identification fails, the honest answer can be a large/disconnected/unbounded feasible set	HIGH	S
IM-108	CAN PROVE PROPERTY NEEDED WITHOUT IDENTIFYING HIDDEN COMPONENT	pre_saturation_registry	S-050; S-125; M-255	rehydrated_from_donor_generation_evidence_v7	S-050:C-optimal design | S-125:Targeted maximum likelihood | M-255:Adjoint-weighted residual	S-050:Target functional specified | S-125:Semiparametric model | M-255:Quantity of interest			identify	identification_causal	latent/information-state	static/unspecified	latent/partial	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Target-functional design/estimation + adjoint goal weighting	full hidden state/parameter recovery can be unnecessary when only one property/functional is decision relevant	MEDIUM_HIGH	M;S
IM-109	WEAK/AVERAGE LIMIT NEED NOT SURVIVE NONLINEAR OPERATION	pre_saturation_registry	M-119; M-310; M-463	rehydrated_from_donor_generation_evidence_v7	M-119:Compensated compactness | M-310:Jensen inequality | M-463:Weak convergence	M-119:PDE structure | M-310:Convexity/concavity | M-463:Distributional limit			structural_relation	sequential_time	generic	sequential	selected/conditioned	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion	Weak convergence + compensated compactness/Jensen warning	weak/average limits generally do not commute with nonlinear products/maps without additional structure	HIGH	M
IM-110	FULL OBJECT IDENTIFICATION UNNECESSARY IF RELEVANT TESTS/LOSSES ORDER CANDIDATES SAME WAY	pre_saturation_registry	E-404; E-405; M-630; S-008	rehydrated_from_donor_generation_evidence_v7	E-404:Blackwell informativeness | E-405:Garbling | M-630:Le Cam distance mechanism | S-008:Sufficient statistic	E-404:Experiments/signals | E-405:Stochastic information channel | M-630:Statistical experiments | S-008:“Information” is target/model specific			structural_relation	identification_causal	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Blackwell/garbling + Le Cam + sufficiency	full-object identity is unnecessary when candidates are equivalent for the declared decision/loss/test family	HIGH	E;M;S
IM-111	UNCERTAINTY CAN EXPLODE BECAUSE INVERSE MAP LOSES RANK/CURVATURE, NOT BECAUSE DATA ARE NOISY	pre_saturation_registry	M-017; M-161; M-988	rehydrated_from_donor_generation_evidence_v7	M-017:Singular value decomposition | M-161:Ill-posed inverse problem | M-988:Critical point of map	M-017:Linear map plus metric structure | M-161:Inverse operator instability | M-988:Smooth mapping			structural_relation	robustness_error	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	SVD + ill-posed inverse + Jacobian rank loss	uncertainty can blow up because the forward map loses transmitted directions/rank, even with small measurement noise	HIGH	M
IM-112	REGULARIZATION/MAX-ENT SELECTS REPRESENTATIVE; DOES NOT IDENTIFY TRUTH	pre_saturation_registry	M-088; M-089; M-227	rehydrated_from_donor_generation_evidence_v7	M-088:Regularization | M-089:Tikhonov regularization | M-227:Maximum entropy	M-088:Bias introduced deliberately | M-089:Inverse problem | M-227:Moment/support constraints			identify→represent→select	representation;identification_causal	generic	static/unspecified	selected/conditioned	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	Regularization/Tikhonov/maximum entropy	regularizer or max-entropy rule selects one representative among compatible answers; it does not create identification	HIGH	M
IM-113	DON'T RE-SOLVE; VERIFY CANDIDATE WITH WITNESS IN ANOTHER SPACE	pre_saturation_registry	M-415; M-449	rehydrated_from_donor_generation_evidence_v7	M-415:Dual certificate | M-449:Sparse recovery dual certificate	M-415:Convex duality | M-449:Convex sparse optimization			verify	observation_measurement;certificate_validation	generic	static/unspecified	selected/conditioned	mechanism/structural	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion	Dual and sparse-recovery certificates	verify a candidate by an independently checkable witness in the dual/measurement space rather than re-solving	HIGH	M
