id	domain	source_concept	primitive	constraint_shell
M-652	Mathematics	Newtonian capacity	Geometric size’ı volume’dan farklı olarak potential oluşturma/charge taşıma ability’siyle ölç	Higher-dimensional potential theory
M-653	Mathematics	Capacitary potential	Set’i fixed potential’da tutmak için surrounding space’de oluşması gereken minimum-energy field’i bul	Boundary/obstacle
M-654	Mathematics	Polar set	Geometrically var olmasına rağmen potential/Brownian-motion açısından neredeyse görünmez kadar küçük set	Zero capacity
M-655	Mathematics	Balayage / sweeping	Interior charge distribution’ın outside-region potential’ını değiştirmeden mass’i boundary’ye “süpür”	Potential equivalence
M-656	Mathematics	Frostman principle	Equilibrium measure’ın potential’ı support üzerinde characteristic nearly-constant level taşır	Capacity theory
M-657	Mathematics	Transfinite diameter	Set’in capacity’sini çok sayıda mutually separated points’in optimal pairwise-spacing product’ından recover et	Compact set
M-658	Mathematics	Fekete points	Set üzerinde birbirini mümkün olduğunca iyi ayıran finite point configurations seç	Discrete potential approximation
M-659	Mathematics	Condenser capacity	İki separated plates/sets arasında fixed potential difference taşımak için minimum field energy’sini ölç	Two-boundary geometry
M-660	Mathematics	Dirichlet-energy capacity principle	Capacity’yi charge amount’dan değil, prescribed boundary behavior’ı sağlayan functions içindeki minimum gradient energy üzerinden de characterize et	Variational potential theory
M-661	Mathematics	A posteriori error estimation	Exact solution bilinmiyor; computed solution’ın kendi residual/imbalance’ından ne kadar yanlış olabileceğini sonradan estimate et	Numerical PDE approximation
M-662	Mathematics	Residual-based error estimator	Equation’ın tam sağlanmadığı local residual’ları error proxy’si olarak kullan	Discretized differential equation
M-663	Mathematics	Adaptive mesh refinement	Her yerde aynı resolution kullanma; error yüksek regions’a daha küçük cells koy	Spatially localized error
M-664	Mathematics	h-adaptivity	Approximation degree aynı kalsın, yalnız mesh cells’i küçült/büyüt	Finite-element mesh
M-665	Mathematics	p-adaptivity	Mesh’i aynı tut, difficult regions’da polynomial degree’yi artır	Polynomial approximation
M-666	Mathematics	hp-adaptivity	Bazı yerde cells’i küçült, bazı yerde polynomial degree artır; singularity/smoothness’e göre method seç	Mixed spatial regularity
M-667	Mathematics	Adaptive mesh coarsening	Solution artık smooth hale gelen bölgelerde unnecessary fine resolution’ı geri kaldır	Time-varying/local complexity
M-668	Mathematics	Local error indicator	Global error’ın hangi cells/components’den geldiğini ayrı scores’a parçala	Decomposable discretization error
M-669	Mathematics	Quasi-Monte Carlo	Random samples yerine space’i düzenli dolduran deterministic points kullanarak integration error’ı azalt	Numerical integration
M-670	Mathematics	Low-discrepancy sequence	Sample points’in hiçbir large region’da fazla boşluk veya yığılma bırakmamasını sağla	Unit cube / measure space
M-671	Mathematics	Randomized quasi-Monte Carlo	Low-discrepancy structure’ı korurken randomization ekleyip repeated error estimation mümkün kıl	Randomized deterministic design
M-672	Mathematics	Multilevel Monte Carlo	Expensive fine simulations’ın azını, cheap coarse simulations’ın çoğunu kullan; level differences’ı topla	Nested numerical resolutions
M-673	Mathematics	Multilevel telescoping estimator	Fine expectation’ı doğrudan estimate etme; coarse estimate + successive fine-minus-coarse corrections olarak yaz	Coupled approximation levels
M-674	Mathematics	Sparse grid	Full tensor grid’in bütün combinations’ını alma; high-value low-order interaction combinations’ını seç	Moderate-dimensional approximation
M-675	Mathematics	Smolyak construction	Birçok 1D approximation level’ını tensor explosion yaratmadan structured combination halinde birleştir	Sparse tensor approximation
M-676	Mathematics	Stochastic collocation	Random-input PDE’yi probability space’de selected deterministic parameter points’ında solve et	Parametric uncertainty
M-677	Mathematics	Polynomial chaos expansion	Random output’u orthogonal random-variable polynomials’ın weighted sum’ı olarak temsil et	Known/structured input distribution
M-678	Mathematics	Stochastic Galerkin	Random dimensions’ı solution basis’ine doğrudan ekleyip stochastic coefficients’i coupled system olarak solve et	Stochastic PDE
M-679	Mathematics	Hutchinson trace estimator	Dev matrix’in diagonalını/spectrum’unu tam çıkarma; random probe vectors ile trace’i estimate et	Matrix-vector products available
M-680	Mathematics	Stochastic Lanczos quadrature	Matrix function/spectral integral’i full eigendecomposition yerine random probes + Krylov/Lanczos reduction ile approximate et	Large symmetric matrix
M-681	Mathematics	Symbolic coding	Continuous trajectory’nin exact coordinates’ını saklama; ziyaret ettiği regions’ın sembol sırasını kaydet	Partitioned state space
M-682	Mathematics	Itinerary	State’in zaman boyunca geçtiği region labels dizisini trajectory’nin discrete fingerprint’i yap	Dynamical partition
M-683	Mathematics	Shift map	Symbol sequence’de bir time-step ilerlemeyi ilk sembolü atıp diziyi sola kaydırmak olarak temsil et	Bi/infinite symbolic sequence
M-684	Mathematics	Subshift	Bütün possible sequences değil, dynamics’in izin verdiği sequence subset’ini tut	Shift-invariant set
M-685	Mathematics	Subshift of finite type	Global allowed histories’i finite list of forbidden local transitions/patterns ile tanımla	Finite-memory symbolic constraint
M-686	Mathematics	Transition-matrix coding	Hangi symbolic state’ten hangisine geçilebilir bilgisini 0/1 adjacency matrix’inde sakla	Markov symbolic dynamics
M-687	Mathematics	Markov partition	Continuous hyperbolic dynamics’i finite regions’a öyle böl ki region-to-region transitions symbolic Markov process gibi encode edilebilsin	Hyperbolic dynamics
M-688	Mathematics	Topological conjugacy	İki systems’in coordinates’i tamamen farklı olsa da invertible relabeling altında aynı dynamics’i yapıyorsa structurally same say	Homeomorphic state spaces
M-689	Mathematics	Semiconjugacy	Detailed system’i coarse system’e map et ve time evolution’ı koru; several detailed states same coarse state’e collapse olabilir	Many-to-one dynamics map
M-690	Mathematics	Topological entropy	System zamanla kaç distinguishable trajectory pattern üretebiliyor diye exponential growth rate ölç	Topological dynamics
M-691	Mathematics	Kolmogorov–Sinai entropy	Belirli invariant probability altında time evolution her step ne kadar genuinely new information üretiyor ölç	Measure-preserving dynamics
M-692	Mathematics	Variational principle for entropy	Topological trajectory complexity, bütün invariant measures arasında mümkün olan en büyük metric entropy ile bağlanabilir	Compact dynamical systems
M-693	Mathematics	Shannon–McMillan–Breiman mechanism	Uzun typical trajectory block’larının log probability per step’i stable entropy-rate value’ya yaklaşabilir	Stationary ergodic source
M-694	Mathematics	Generating partition	Coarse symbolic observations’ın sonsuz geçmiş+geleceği almost every state’i ayırt etmeye yetiyorsa partition information-complete olur	Measure dynamics
M-695	Mathematics	Hyperbolic set	Her local perturbation direction ya forward time’da contract ya backward time’da contract olacak şekilde stable/unstable directions ayrılır	Uniform hyperbolicity
M-696	Mathematics	Hyperbolic splitting	Tangent directions tek bundle değil, dynamically contracting ve expanding subspaces’e ayrılır	Invariant tangent decomposition
M-697	Mathematics	Shadowing lemma	Approximate/noisy trajectory her step exact equation’ı biraz kaçırsa bile nearby true trajectory tarafından uzun süre takip edilebilir	Hyperbolic regime
M-698	Mathematics	Structural stability	Dynamics rule’u biraz perturb edilince qualitative orbit architecture değişmeden coordinate deformation ile korunur	Stable dynamical class
M-699	Mathematics	Smale horseshoe	Stretch + fold + return operation tiny regions’i repeatedly ayırıp exponential symbolic complexity yaratır	Hyperbolic map
M-700	Mathematics	Specification property	Birkaç ayrı finite trajectory segmentini aralara bounded transition gaps koyarak tek actual orbit içinde approximately concatenate et	Strong orbit-mixing property
M-701	Mathematics	Affine algebraic set	Birkaç polynomial equation yaz; hepsini aynı anda zero yapan points kümesini object say	Polynomial constraints
M-702	Mathematics	Vanishing ideal	Bir geometric set üzerinde her yerde zero olan bütün polynomials’ı topla	Geometry→algebra map
M-703	Mathematics	Radical ideal	Bir polynomial’ın herhangi bir power’ı constraint tarafından zorla zero ise polynomial’ın kendisini de zero consequence say	Algebraic zero-set information
M-704	Mathematics	Coordinate ring	Geometric object üzerindeki polynomial observables’ı, aynı values veren expressions’ı eşitleyerek tek algebraic object’e dönüştür	Quotient polynomial ring
M-705	Mathematics	Hilbert Nullstellensatz	Polynomial zero sets ile radical ideals arasında temel correspondence kur	Algebraically closed field
M-706	Mathematics	Irreducible variety	Geometric object iki proper closed pieces’in union’ı olarak ayrılamıyorsa tek algebraic “parça” say	Zariski topology
M-707	Mathematics	Prime-ideal correspondence	Irreducible geometric component’in algebraic counterpart’ı prime ideal olur	Affine algebraic geometry
M-708	Mathematics	Irreducible decomposition	Karmaşık algebraic set’i maximal irreducible pieces’e parçala	Noetherian geometry
M-709	Mathematics	Zariski closure	Observed/subset points’i içeren en küçük polynomially closed set’i al	Algebraic closure notion
M-710	Mathematics	Localization	Whole algebra yerine yalnız chosen region/point yakınında relevant olmayan denominators’ı invert ederek local information’a zoom yap	Multiplicative set
M-711	Mathematics	Local ring	Bir point çevresinde well-defined functions’ı topla; global geometry yerine point-near behavior taşı	Germ/localization
M-712	Mathematics	Krull dimension	Object’in kaç independent nested freedom layer’ı taşıdığını chains of prime ideals üzerinden ölç	Commutative algebra
M-713	Mathematics	Zariski tangent space	Equations’ı point çevresinde first-order linearize et; infinitesimal allowable directions’ı çıkar	Polynomial variety
M-714	Mathematics	Smooth point	Local tangent dimension object’in true local dimension’ıyla uyuşuyorsa point regular davranır	Local algebra
