rank	supplier_id	consumer_id	score	curated	active_for_build	adjudication_state	interface_matches	addressed_weaknesses	shared_domains	recommended_next	curated_rationale	decision_id	experiment_routing_status
326	FOUNDRY:P059	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,audit,boundary,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
327	FOUNDRY:P059	PARENT:R041_CONSTRAINED_POLICY_CAPL	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
328	FOUNDRY:P059	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,audit,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
329	FOUNDRY:P060	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
330	FOUNDRY:P060	PARENT:R014_S781_S792_ACSA	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
331	FOUNDRY:P060	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
332	FOUNDRY:P060	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
333	FOUNDRY:P062	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
334	FOUNDRY:P062	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
335	FOUNDRY:P063	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
336	FOUNDRY:P063	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
337	FOUNDRY:P079	PARENT:IM139_IM250_CCVC	29.0	False	True	UNADJUDICATED	evidence	calibration,decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
338	FOUNDRY:P079	PARENT:IM445_IM085_CSID	29.0	False	True	UNADJUDICATED	evidence	calibration,uncertainty	calibration,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
339	FOUNDRY:P079	PARENT:R023_M421_M428_CORMA	29.0	False	True	UNADJUDICATED	evidence	calibration,decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
340	FOUNDRY:P079	PARENT:R045_TARGET_MEMORY_ATRC	29.0	False	True	UNADJUDICATED	evidence	calibration,uncertainty	calibration,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
341	FOUNDRY:P082	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
342	FOUNDRY:P082	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
343	FOUNDRY:P084	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
344	FOUNDRY:P084	PARENT:R014_S781_S792_ACSA	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
345	FOUNDRY:P084	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
346	FOUNDRY:P084	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
347	FOUNDRY:P085	LCB-K003	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
348	FOUNDRY:P085	LCB-K010	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
349	FOUNDRY:P085	LCB-K015	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
350	FOUNDRY:P085	LCB-K035	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
351	FOUNDRY:P085	LCB-K048	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
352	FOUNDRY:P085	LCB-K049	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
353	FOUNDRY:P085	LCB-K055	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
354	FOUNDRY:P085	LCB-K056	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
355	FOUNDRY:P085	LCB-K068	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
356	FOUNDRY:P085	LCB-K086	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
357	FOUNDRY:P085	LCB-K090	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
358	FOUNDRY:P085	LCB-K091	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
359	FOUNDRY:P085	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,boundary,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
360	FOUNDRY:P085	PARENT:IM340_IM280_CWC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
361	FOUNDRY:P085	PARENT:IM359_IM014_AICC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
362	FOUNDRY:P085	PARENT:IM406_IM037_ACRA	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
363	FOUNDRY:P085	PARENT:R008_E612_E613_LGID	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
364	FOUNDRY:P085	PARENT:R014_S781_S792_ACSA	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
365	FOUNDRY:P085	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,boundary,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
366	FOUNDRY:P085	PARENT:R041_CONSTRAINED_POLICY_CAPL	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
367	FOUNDRY:P085	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
368	FOUNDRY:P087	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
369	FOUNDRY:P087	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
370	FOUNDRY:P088	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
371	FOUNDRY:P088	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
372	FOUNDRY:P089	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
373	FOUNDRY:P089	PARENT:R014_S781_S792_ACSA	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
374	FOUNDRY:P089	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
375	FOUNDRY:P089	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
376	FOUNDRY:P092	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
377	FOUNDRY:P092	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
378	FOUNDRY:P093	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
379	FOUNDRY:P093	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
380	FOUNDRY:P096	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
381	FOUNDRY:P096	PARENT:IM359_IM014_AICC	29.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
382	FOUNDRY:P096	PARENT:IM406_IM037_ACRA	29.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
383	FOUNDRY:P109	LCB-R50-149	29.0	False	True	UNADJUDICATED	evidence,gate	calibration,decision,uncertainty	calibration,decision,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
384	FOUNDRY:P109	PARENT:IM340_IM280_CWC	29.0	False	True	UNADJUDICATED	evidence,gate	calibration,uncertainty	calibration,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
385	FOUNDRY:P109	PARENT:R008_E612_E613_LGID	29.0	False	True	UNADJUDICATED	evidence,gate	calibration,uncertainty	calibration,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
386	FOUNDRY:P110	LCB-K003	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
387	FOUNDRY:P110	LCB-K010	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
388	FOUNDRY:P110	LCB-K015	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
389	FOUNDRY:P110	LCB-K035	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
390	FOUNDRY:P110	LCB-K048	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
391	FOUNDRY:P110	LCB-K049	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
392	FOUNDRY:P110	LCB-K055	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
393	FOUNDRY:P110	LCB-K056	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
394	FOUNDRY:P110	LCB-K068	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
395	FOUNDRY:P110	LCB-K086	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
396	FOUNDRY:P110	LCB-K090	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
397	FOUNDRY:P110	LCB-K091	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
398	FOUNDRY:P110	PARENT:IM359_IM014_AICC	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
399	FOUNDRY:P110	PARENT:IM406_IM037_ACRA	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
400	FOUNDRY:P110	PARENT:R008_E612_E613_LGID	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,finance	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
401	FOUNDRY:P110	PARENT:R014_S781_S792_ACSA	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
402	FOUNDRY:P110	PARENT:R041_CONSTRAINED_POLICY_CAPL	29.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
403	FOUNDRY:P136	PARENT:IM178_IM326_TWMR	29.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
404	FOUNDRY:P136	PARENT:R020_P848_P851_SCCRT	29.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
405	FOUNDRY:P142	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
406	FOUNDRY:P142	PARENT:R014_S781_S792_ACSA	29.0	False	True	UNADJUDICATED	gate,representation	calibration	audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
407	FOUNDRY:P142	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	gate,representation	calibration	audit,calibration,selection,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
408	FOUNDRY:P142	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	gate,representation	calibration	audit,calibration,decision,selection,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
409	LCB-K074	FOUNDRY:P137	29.0	False	True	UNADJUDICATED	boundary,evidence,gate		audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
410	LCB-K074	FOUNDRY:P138	29.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
411	LCB-K074	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,evidence,gate		boundary,calibration,confounding,decision,measurement,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
412	LCB-K074	PARENT:IM359_IM014_AICC	29.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
413	LCB-K074	PARENT:IM406_IM037_ACRA	29.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
414	LCB-K074	PARENT:R014_S781_S792_ACSA	29.0	False	True	UNADJUDICATED	boundary,evidence,gate		audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
415	LCB-K074	PARENT:R018_M866_M880_MCSC	29.0	False	True	UNADJUDICATED	boundary,evidence,gate		audit,boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
416	LCB-K074	PARENT:R044_DECISION_LOSS_DLEW	29.0	False	True	UNADJUDICATED	boundary,evidence,gate		audit,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
417	LCB-R50-149	FOUNDRY:P057	29.0	False	True	UNADJUDICATED	boundary,gate,representation	support	allocation,calibration,control,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
418	LCB-R50-149	FOUNDRY:P067	29.0	False	True	UNADJUDICATED	boundary,gate,representation	support	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
419	LCB-R50-149	FOUNDRY:P099	29.0	False	True	UNADJUDICATED	boundary,gate,representation	support	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
420	PARENT:IM139_IM250_CCVC	FOUNDRY:P137	29.0	False	True	UNADJUDICATED	boundary,gate,representation		audit,calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
421	PARENT:IM139_IM250_CCVC	FOUNDRY:P138	29.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,control,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
422	PARENT:IM139_IM250_CCVC	LCB-K010	29.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,control,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
423	PARENT:IM139_IM250_CCVC	LCB-K048	29.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,control,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
424	PARENT:IM139_IM250_CCVC	LCB-K056	29.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,control,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
425	PARENT:IM139_IM250_CCVC	LCB-K086	29.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,control,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
426	PARENT:IM139_IM250_CCVC	PARENT:IM334_IM094_DRE	29.0	False	True	UNADJUDICATED	boundary,gate,representation		boundary,calibration,control,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
427	PARENT:IM139_IM250_CCVC	PARENT:IM359_IM014_AICC	29.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,control,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
