supplier	consumer	shared_tags	supplier_strength	consumer_gap
P064	P053	audit	protected comparison	declared loss may omit real consequences
P064	P055	audit	protected comparison	holdout may not represent deployment
P064	P069	audit	protected comparison	holdout may not represent deployment
P064	P072	audit	protected comparison	holdout may not represent deployment
P064	P078	audit	protected comparison	protected shell choice
P064	P081	audit	protected comparison	requires a representative protected shell
P064	P086	audit	protected comparison	protected shell choice
P064	P094	audit	protected comparison	protected shell choice
P064	P095	audit	protected comparison	requires a representative protected shell
P064	P097	audit	protected comparison	protected shell choice
P064	P098	audit	protected comparison	protected shell choice
P064	P106	audit	protected comparison	holdout may not represent deployment
P064	P107	audit	protected comparison	declared loss may omit real consequences
P064	P113	audit	protected comparison	declared loss may omit real consequences
P064	P122	audit	protected comparison	protected shell choice
P064	P123	audit	protected comparison	protected shell choice
P064	P125	audit	protected comparison	protected shell choice
P064	P126	audit	protected comparison	protected shell choice
P064	P131	audit	protected comparison	protected shell choice
P064	P137	audit	protected comparison	holdout may not represent deployment
P064	P140	audit	protected comparison	requires a representative protected shell
P064	P142	audit	protected comparison	requires a representative protected shell
P064	P145	audit	protected comparison	holdout may not represent deployment
P065	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P065	P026	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P032	support	nearest boundary localization	support diagnostics do not create missing observations
P065	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P065	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P045	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P050	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P059	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P060	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P065	P063	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P071	tipping	nearest boundary localization	declared loss may omit real consequences
P065	P076	tipping	nearest boundary localization	declared grid
P065	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P085	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P087	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P088	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P089	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P090	support	nearest boundary localization	declared loss may omit real consequences
P065	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P065	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P065	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P065	P095	support	nearest boundary localization	requires a representative protected shell
P065	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P065	P114	tipping	nearest boundary localization	declared grid
P065	P115	tipping	nearest boundary localization	declared grid
P065	P117	tipping	nearest boundary localization	declared grid
P065	P119	tipping	nearest boundary localization	declared grid
P065	P140	support	nearest boundary localization	requires a representative protected shell
